agency,location,project_title,year,project_link,award_status,file_type,latitude,longitude,formatted_address,place_id,types,street_number,route,locality,sublocality,administrative_area_level_1,administrative_area_level_2,country,postal_code
San Diego Police Department,"California, USA",International Police Program,1999,https://popcenter.asu.edu/sites/default/files/library/awards/goldstein/1999/99-60.pdf,Submission,pdf,32.715738,-117.1610838,"San Diego, CA, USA",ChIJSx6SrQ9T2YARed8V_f0hOg0,"locality,political",,,San Diego,,California,San Diego County,United States,
San Diego Police Department,"California, USA",Warrant Assessment Program,1999,https://popcenter.asu.edu/sites/default/files/library/awards/goldstein/1999/99-61.pdf,Submission,pdf,32.715738,-117.1610838,"San Diego, CA, USA",ChIJSx6SrQ9T2YARed8V_f0hOg0,"locality,political",,,San Diego,,California,San Diego County,United States,
San Diego Police Department,"California, USA",Homeless Outreach Team,1999,https://popcenter.asu.edu/sites/default/files/library/awards/goldstein/1999/99-62.pdf,Submission,pdf,32.715738,-117.1610838,"San Diego, CA, USA",ChIJSx6SrQ9T2YARed8V_f0hOg0,"locality,political",,,San Diego,,California,San Diego County,United States,
San Diego Police Department,"California, USA",Volunteer Police Interpreters Program,1998,https://popcenter.asu.edu/sites/default/files/library/awards/goldstein/1998/98-66.pdf,Submission,pdf,32.715738,-117.1610838,"San Diego, CA, USA",ChIJSx6SrQ9T2YARed8V_f0hOg0,"locality,political",,,San Diego,,California,San Diego County,United States,
San Diego Police Department,"California, USA",San Diego Traffic Offender Program,1998,https://popcenter.asu.edu/sites/default/files/library/awards/goldstein/1998/98-67.pdf,Submission,pdf,32.715738,-117.1610838,"San Diego, CA, USA",ChIJSx6SrQ9T2YARed8V_f0hOg0,"locality,political",,,San Diego,,California,San Diego County,United States,
San Diego Police Department,"California, USA",1400 J Street: A Communitys Commitment,1998,https://popcenter.asu.edu/sites/default/files/library/awards/goldstein/1998/98-68.pdf,Submission,pdf,32.715738,-117.1610838,"San Diego, CA, USA",ChIJSx6SrQ9T2YARed8V_f0hOg0,"locality,political",,,San Diego,,California,San Diego County,United States,
San Diego Police Department,"California, USA",Operation Business Education Against Robbery,1998,https://popcenter.asu.edu/sites/default/files/library/awards/goldstein/1998/98-69.pdf,Submission,pdf,32.715738,-117.1610838,"San Diego, CA, USA",ChIJSx6SrQ9T2YARed8V_f0hOg0,"locality,political",,,San Diego,,California,San Diego County,United States,
San Diego Police Department,"California, USA",Mission Valley River Preserve,1998,https://popcenter.asu.edu/sites/default/files/library/awards/goldstein/1998/98-70(F).pdf,Finalist,pdf,32.715738,-117.1610838,"San Diego, CA, USA",ChIJSx6SrQ9T2YARed8V_f0hOg0,"locality,political",,,San Diego,,California,San Diego County,United States,
San Diego Police Department,"California, USA",San Ysidro Boulevard,1998,https://popcenter.asu.edu/sites/default/files/library/awards/goldstein/1998/98-71(F).pdf,Finalist,pdf,32.715738,-117.1610838,"San Diego, CA, USA",ChIJSx6SrQ9T2YARed8V_f0hOg0,"locality,political",,,San Diego,,California,San Diego County,United States,
San Diego Police Department,"California, USA",Coordinated Agency Network,1998,https://popcenter.asu.edu/sites/default/files/library/awards/goldstein/1998/98-72.pdf,Submission,pdf,32.715738,-117.1610838,"San Diego, CA, USA",ChIJSx6SrQ9T2YARed8V_f0hOg0,"locality,political",,,San Diego,,California,San Diego County,United States,
San Diego Police Department,"California, USA","Operation Hot Pipe, Smokey Haze, and ReHab",1998,https://popcenter.asu.edu/sites/default/files/library/awards/goldstein/1998/98-73(F).pdf,Finalist,pdf,32.715738,-117.1610838,"San Diego, CA, USA",ChIJSx6SrQ9T2YARed8V_f0hOg0,"locality,political",,,San Diego,,California,San Diego County,United States,
San Diego Police Department,"California, USA",Sandy S. and Bay Park,1998,https://popcenter.asu.edu/sites/default/files/library/awards/goldstein/1998/98-74.pdf,Submission,pdf,32.715738,-117.1610838,"San Diego, CA, USA",ChIJSx6SrQ9T2YARed8V_f0hOg0,"locality,political",,,San Diego,,California,San Diego County,United States,
San Diego Police Department,"California, USA",Coste Verde Area Project,1997,https://popcenter.asu.edu/sites/default/files/library/awards/goldstein/1997/97-57.pdf,Submission,pdf,32.715738,-117.1610838,"San Diego, CA, USA",ChIJSx6SrQ9T2YARed8V_f0hOg0,"locality,political",,,San Diego,,California,San Diego County,United States,
San Diego Police Department,"California, USA",Machos Night Club Project,1997,https://popcenter.asu.edu/sites/default/files/library/awards/goldstein/1997/97-58.pdf,Submission,pdf,32.715738,-117.1610838,"San Diego, CA, USA",ChIJSx6SrQ9T2YARed8V_f0hOg0,"locality,political",,,San Diego,,California,San Diego County,United States,
San Diego Police Department,"California, USA",Start Smart,1997,https://popcenter.asu.edu/sites/default/files/library/awards/goldstein/1997/97-59.pdf,Submission,pdf,32.715738,-117.1610838,"San Diego, CA, USA",ChIJSx6SrQ9T2YARed8V_f0hOg0,"locality,political",,,San Diego,,California,San Diego County,United States,
San Diego Police Department,"California, USA",AntiDrag Racing Project,1996,https://popcenter.asu.edu/sites/default/files/library/awards/goldstein/1996/96-52.pdf,Submission,pdf,32.715738,-117.1610838,"San Diego, CA, USA",ChIJSx6SrQ9T2YARed8V_f0hOg0,"locality,political",,,San Diego,,California,San Diego County,United States,
San Diego Police Department,"California, USA",Service area 630: University Heights,1996,https://popcenter.asu.edu/sites/default/files/library/awards/goldstein/1996/96-49.pdf,Submission,pdf,32.715738,-117.1610838,"San Diego, CA, USA",ChIJSx6SrQ9T2YARed8V_f0hOg0,"locality,political",,,San Diego,,California,San Diego County,United States,
San Diego Police Department,"California, USA","The 501 Blues, The La Fripe International Project",1996,https://popcenter.asu.edu/sites/default/files/library/awards/goldstein/1996/96-50.pdf,Submission,pdf,32.715738,-117.1610838,"San Diego, CA, USA",ChIJSx6SrQ9T2YARed8V_f0hOg0,"locality,political",,,San Diego,,California,San Diego County,United States,
San Diego Police Department,"California, USA",Pallet Project,1996,https://popcenter.asu.edu/sites/default/files/library/awards/goldstein/1996/96-47.pdf,Submission,pdf,32.715738,-117.1610838,"San Diego, CA, USA",ChIJSx6SrQ9T2YARed8V_f0hOg0,"locality,political",,,San Diego,,California,San Diego County,United States,
San Diego Police Department,"California, USA",Los Penasquitos Preserve,1996,https://popcenter.asu.edu/sites/default/files/library/awards/goldstein/1996/96-48.pdf,Submission,pdf,32.715738,-117.1610838,"San Diego, CA, USA",ChIJSx6SrQ9T2YARed8V_f0hOg0,"locality,political",,,San Diego,,California,San Diego County,United States,
San Diego Police Department,"California, USA",Varda Car,1995,https://popcenter.asu.edu/sites/default/files/library/awards/goldstein/1995/95-66.pdf,Submission,pdf,32.715738,-117.1610838,"San Diego, CA, USA",ChIJSx6SrQ9T2YARed8V_f0hOg0,"locality,political",,,San Diego,,California,San Diego County,United States,
San Diego Police Department,"California, USA",U.S. Postal Truck Burglaries,1995,https://popcenter.asu.edu/sites/default/files/library/awards/goldstein/1995/95-67.pdf,Submission,pdf,32.715738,-117.1610838,"San Diego, CA, USA",ChIJSx6SrQ9T2YARed8V_f0hOg0,"locality,political",,,San Diego,,California,San Diego County,United States,
San Diego Police Department,"California, USA",Sexual Assault Prevention Through Community Awareness and Participation,1995,https://popcenter.asu.edu/sites/default/files/library/awards/goldstein/1995/95-68.pdf,Submission,pdf,32.715738,-117.1610838,"San Diego, CA, USA",ChIJSx6SrQ9T2YARed8V_f0hOg0,"locality,political",,,San Diego,,California,San Diego County,United States,
San Diego Police Department,"California, USA",Sex Offender Registration Program,1995,https://popcenter.asu.edu/sites/default/files/library/awards/goldstein/1995/95-69.pdf,Submission,pdf,32.715738,-117.1610838,"San Diego, CA, USA",ChIJSx6SrQ9T2YARed8V_f0hOg0,"locality,political",,,San Diego,,California,San Diego County,United States,
San Diego Police Department,"California, USA",San Diego State University and College Area Community Project,1995,https://popcenter.asu.edu/sites/default/files/library/awards/goldstein/1995/95-70.pdf,Submission,pdf,32.715738,-117.1610838,"San Diego, CA, USA",ChIJSx6SrQ9T2YARed8V_f0hOg0,"locality,political",,,San Diego,,California,San Diego County,United States,
San Diego Police Department,"California, USA",Pedestrian Safety Awareness,1995,https://popcenter.asu.edu/sites/default/files/library/awards/goldstein/1995/95-71.pdf,Submission,pdf,32.715738,-117.1610838,"San Diego, CA, USA",ChIJSx6SrQ9T2YARed8V_f0hOg0,"locality,political",,,San Diego,,California,San Diego County,United States,
San Diego Police Department,"California, USA",Day of Opportunity,1995,https://popcenter.asu.edu/sites/default/files/library/awards/goldstein/1995/95-72.pdf,Submission,pdf,32.715738,-117.1610838,"San Diego, CA, USA",ChIJSx6SrQ9T2YARed8V_f0hOg0,"locality,political",,,San Diego,,California,San Diego County,United States,
San Diego Police Department,"California, USA",Citizens Patrol,1995,https://popcenter.asu.edu/sites/default/files/library/awards/goldstein/1995/95-73.pdf,Submission,pdf,32.715738,-117.1610838,"San Diego, CA, USA",ChIJSx6SrQ9T2YARed8V_f0hOg0,"locality,political",,,San Diego,,California,San Diego County,United States,
San Diego Police Department,"California, USA",Gang Violence Reduction and Job Fair,1995,https://popcenter.asu.edu/sites/default/files/library/awards/goldstein/1995/95-74.pdf,Submission,pdf,32.715738,-117.1610838,"San Diego, CA, USA",ChIJSx6SrQ9T2YARed8V_f0hOg0,"locality,political",,,San Diego,,California,San Diego County,United States,
San Diego Police Department,"California, USA",Otay River Valley,1995,https://popcenter.asu.edu/sites/default/files/library/awards/goldstein/1995/95-75(F).pdf,Finalist,pdf,32.715738,-117.1610838,"San Diego, CA, USA",ChIJSx6SrQ9T2YARed8V_f0hOg0,"locality,political",,,San Diego,,California,San Diego County,United States,
San Diego Police Department,"California, USA",The Blue Roofs,1994,https://popcenter.asu.edu/sites/default/files/94-xx_san_diego_blue_roofs.pdf,Submission,pdf,32.715738,-117.1610838,"San Diego, CA, USA",ChIJSx6SrQ9T2YARed8V_f0hOg0,"locality,political",,,San Diego,,California,San Diego County,United States,
San Diego Police Department,"California, USA",Marian Bear Park,1994,https://popcenter.asu.edu/sites/default/files/library/awards/goldstein/1994/94-15(F).pdf,Finalist,pdf,32.715738,-117.1610838,"San Diego, CA, USA",ChIJSx6SrQ9T2YARed8V_f0hOg0,"locality,political",,,San Diego,,California,San Diego County,United States,
San Diego Police Department,"California, USA",Glitter Track Project,1994,https://popcenter.asu.edu/sites/default/files/library/awards/goldstein/1994/94-16(F).pdf,Finalist,pdf,32.715738,-117.1610838,"San Diego, CA, USA",ChIJSx6SrQ9T2YARed8V_f0hOg0,"locality,political",,,San Diego,,California,San Diego County,United States,
San Diego Police Department,"California, USA",5081 La Paz Street Project,1993,https://popcenter.asu.edu/sites/default/files/library/awards/goldstein/1993/93-05.pdf,Submission,pdf,32.715738,-117.1610838,"San Diego, CA, USA",ChIJSx6SrQ9T2YARed8V_f0hOg0,"locality,political",,,San Diego,,California,San Diego County,United States,
San Francisco Police Department,"California, USA",Graffiti Abatement Program,1998,https://popcenter.asu.edu/sites/default/files/library/awards/goldstein/1998/98-75.pdf,Submission,pdf,37.7749295,-122.4194155,"San Francisco, CA, USA",ChIJIQBpAG2ahYAR_6128GcTUEo,"locality,political",,,San Francisco,,California,San Francisco County,United States,
San Leandro Police Department,"California, USA",Chaos to CalmSan Leandro PDs Crime Free MultiHousing Program,2011,https://popcenter.asu.edu/sites/default/files/library/awards/goldstein/2011/11-08.pdf,Submission,pdf,37.7281245,-122.1589569,"901 E 14th St, San Leandro, CA 94577, USA",ChIJzaXzCpqPj4AR7pxl0aL3taU,"establishment,point_of_interest,police",901,East 14th Street,San Leandro,,California,Alameda County,United States,94577
San Marcos Police Department,"Texas, USA",Noise in Neighborhoods: Achieving Community Together,2011,https://popcenter.asu.edu/sites/default/files/library/awards/goldstein/2011/11-38(F).pdf,Finalist,pdf,29.8544946,-97.9570865,"2300 I 35 Frontage Rd, San Marcos, TX 78666, USA",ChIJ602Ap8SpXIYRHy9DIm_bVz8,"establishment,point_of_interest,police",2300,Interstate 35 Frontage Road,San Marcos,,Texas,Hays County,United States,78666
Santa Ana Police Department,"California, USA",Triangle Neighborhood Project,2001,https://popcenter.asu.edu/sites/default/files/library/awards/goldstein/2001/01-63.pdf,Submission,pdf,33.7509735,-117.8804248,"60 Civic Center Plaza, Santa Ana, CA 92701, USA",ChIJJQkNi1TY3IARKYazQhi0otQ,"establishment,point_of_interest,police",60,Civic Center Plaza,Santa Ana,,California,Orange County,United States,92701
Santa Ana Police Department,"California, USA",Santiago Park Project,2001,https://popcenter.asu.edu/sites/default/files/library/awards/goldstein/2001/01-64.pdf,Submission,pdf,33.7509735,-117.8804248,"60 Civic Center Plaza, Santa Ana, CA 92701, USA",ChIJJQkNi1TY3IARKYazQhi0otQ,"establishment,point_of_interest,police",60,Civic Center Plaza,Santa Ana,,California,Orange County,United States,92701
Santa Ana Police Department,"California, USA",Cruising Abatement Project,1997,https://popcenter.asu.edu/sites/default/files/library/awards/goldstein/1997/97-60(F).pdf,Finalist,pdf,33.7509735,-117.8804248,"60 Civic Center Plaza, Santa Ana, CA 92701, USA",ChIJJQkNi1TY3IARKYazQhi0otQ,"establishment,point_of_interest,police",60,Civic Center Plaza,Santa Ana,,California,Orange County,United States,92701
Santa Ana Police Department,"California, USA",Harbor Plaza,1993,https://popcenter.asu.edu/sites/default/files/library/awards/goldstein/1993/93-06(W).pdf,Submission,pdf,33.7509735,-117.8804248,"60 Civic Center Plaza, Santa Ana, CA 92701, USA",ChIJJQkNi1TY3IARKYazQhi0otQ,"establishment,point_of_interest,police",60,Civic Center Plaza,Santa Ana,,California,Orange County,United States,92701
Santa Barbara Police Department,"California, USA",Dennis Palmer Elks Lodge,1996,https://popcenter.asu.edu/sites/default/files/library/awards/goldstein/1996/96-53.pdf,Submission,pdf,34.4208305,-119.6981901,"Santa Barbara, CA, USA",ChIJ1YMtb8cU6YARSHa612Q60cg,"locality,political",,,Santa Barbara,,California,Santa Barbara County,United States,
Santa Barbara Police Department,"California, USA",411 Anacapa Street  A Haven for Narcotics Activity,1996,https://popcenter.asu.edu/sites/default/files/library/awards/goldstein/1996/96-54.pdf,Submission,pdf,34.4208305,-119.6981901,"Santa Barbara, CA, USA",ChIJ1YMtb8cU6YARSHa612Q60cg,"locality,political",,,Santa Barbara,,California,Santa Barbara County,United States,
Santa Barbara Police Department,"California, USA",AntiSlum Lord project,1995,https://popcenter.asu.edu/sites/default/files/library/awards/goldstein/1995/95-76.pdf,Submission,pdf,34.4208305,-119.6981901,"Santa Barbara, CA, USA",ChIJ1YMtb8cU6YARSHa612Q60cg,"locality,political",,,Santa Barbara,,California,Santa Barbara County,United States,
Sarasota Police Department,"Florida, USA",Southeast Sarasota Neighborhood Association Program,1998,https://popcenter.asu.edu/sites/default/files/library/awards/goldstein/1998/98-76.pdf,Submission,pdf,27.3349014,-82.5289423,"2099 Adams Ln, Sarasota, FL 34237, USA",ChIJlz1og2VAw4gRpUzu-nSkCBY,"establishment,local_government_office,point_of_interest",2099,Adams Lane,Sarasota,,Florida,Sarasota County,United States,34237
Savannah Police Department,"Georgia, USA",Savannah Impact Program,2003,https://popcenter.asu.edu/sites/default/files/library/awards/goldstein/2003/03-41.pdf,Submission,pdf,32.0808989,-81.091203,"Savannah, GA, USA",ChIJWQbyePx1-4gRvCBgA1FnDE4,"locality,political",,,Savannah,,Georgia,Chatham County,United States,
Savannah Police Department,"Georgia, USA",Crime Suppression Unit,1995,https://popcenter.asu.edu/sites/default/files/library/awards/goldstein/1995/95-77.pdf,Finalist,pdf,32.0808989,-81.091203,"Savannah, GA, USA",ChIJWQbyePx1-4gRvCBgA1FnDE4,"locality,political",,,Savannah,,Georgia,Chatham County,United States,
Savannah Police Department,"Georgia, USA",The River Street Bollards,1995,https://popcenter.asu.edu/sites/default/files/library/awards/goldstein/1995/95-78(F).pdf,Finalist,pdf,32.0808989,-81.091203,"Savannah, GA, USA",ChIJWQbyePx1-4gRvCBgA1FnDE4,"locality,political",,,Savannah,,Georgia,Chatham County,United States,
Savannah Police Department,"Georgia, USA",Disco Night,1995,https://popcenter.asu.edu/sites/default/files/library/awards/goldstein/1995/95-79.pdf,Submission,pdf,32.0808989,-81.091203,"Savannah, GA, USA",ChIJWQbyePx1-4gRvCBgA1FnDE4,"locality,political",,,Savannah,,Georgia,Chatham County,United States,
